2.999598165551405415e+01,2.999601930821924611e+01,2.999604963981634143e+01,2.999606480524153085e+01,2.999606480550066934e+01,2.999604963955721004e+01,2.999601930847838460e+01,2.999598165496870905e+01
2.999599444313914987e+01,2.999603215171956805e+01,2.999606248281255461e+01,2.999607764881979577e+01,2.999607764852285641e+01,2.999606248310949397e+01,2.999603215142262513e+01,2.999599444376266888e+01
2.999600641039302218e+01,2.999604418059831445e+01,2.999607451237651645e+01,2.999608967777154334e+01,2.999608967811115434e+01,2.999607451203690545e+01,2.999604418093792901e+01,2.999600640968156995e+01
2.999601759391399014e+01,2.999605543692924670e+01,2.999608576802570070e+01,2.999610093417078005e+01,2.999610093378310793e+01,2.999608576841337992e+01,2.999605543654157103e+01,2.999601759472412610e+01
2.999602803651003669e+01,2.999606596080068144e+01,2.999609629276907441e+01,2.999611145810608548e+01,2.999611145854776595e+01,2.999609629232739039e+01,2.999606596124236546e+01,2.999602803558943265e+01
2.999603777486340306e+01,2.999607579621005726e+01,2.999610612727429526e+01,2.999612129357514334e+01,2.999612129307288555e+01,2.999610612777655660e+01,2.999607579570779237e+01,2.999603777590738929e+01
2.999604685347167887e+01,2.999608498445088856e+01,2.999611531662461061e+01,2.999613048187174513e+01,2.999613048244178870e+01,2.999611531605456705e+01,2.999608498502093568e+01,2.999604685229023104e+01
2.999605530885268934e+01,2.999609357183932801e+01,2.999612390283200725e+01,2.999613906931228868e+01,2.999613906866655810e+01,2.999612390347774138e+01,2.999609357119359032e+01,2.999605531018692517e+01
2.999606318753376755e+01,2.999610160125083169e+01,2.999613193365182440e+01,2.999614709877253205e+01,2.999614709950261471e+01,2.999613193292173463e+01,2.999610160198092146e+01,2.999606318603013477e+01
2.999607052591104761e+01,2.999610912215329250e+01,2.999613945303072882e+01,2.999615461972062036e+01,2.999615461889673185e+01,2.999613945385462088e+01,2.999610912132939688e+01,2.999607052760207182e+01
2.999607737325444390e+01,2.999611617984376366e+01,2.999614651250164599e+01,2.999616167745393369e+01,2.999616167838192382e+01,2.999614651157364875e+01,2.999611618077175734e+01,2.999607737135667662e+01
2.999608376622335015e+01,2.999612282836255162e+01,2.999615315907604796e+01,2.999616832601305916e+01,2.999616832496977992e+01,2.999615316011933430e+01,2.999612282731926172e+01,2.999608376834868295e+01
2.999608975802767930e+01,2.999612911689654027e+01,2.999615944984947902e+01,2.999617461458522882e+01,2.999617461575593325e+01,2.999615944867877460e+01,2.999612911806725180e+01,2.999608975565250191e+01
2.999609538643838036e+01,2.999613510626457469e+01,2.999616543675978519e+01,2.999618060398960040e+01,2.999618060267835418e+01,2.999616543807103142e+01,2.999613510495332847e+01,2.999609538908720197e+01
2.999610071043314719e+01,2.999614085186213330e+01,2.999617118515780234e+01,2.999618634962204311e+01,2.999618635108799225e+01,2.999617118369184965e+01,2.999614085332809310e+01,2.999610070748538959e+01
2.999610577036844106e+01,2.999614642454134383e+01,2.999617675475766987e+01,2.999619192233505061e+01,2.999619192069913964e+01,2.999617675639358794e+01,2.999614642290542577e+01,2.999610577364192565e+01
2.999611063363963837e+01,2.999615188937287513e+01,2.999618222306950344e+01,2.999619738719976425e+01,2.999619738902202570e+01,2.999618222124724554e+01,2.999615189119514724e+01,2.999611063001214006e+01
2.999611534550681569e+01,2.999615733189567379e+01,2.999618766176585893e+01,2.999620282975557117e+01,2.999620282772938751e+01,2.999618766379204260e+01,2.999615732986947947e+01,2.999611534951807101e+01
2.999611998550836844e+01,2.999616283186716004e+01,2.999619316603470054e+01,2.999620832976046003e+01,2.999620833200935621e+01,2.999619316378579725e+01,2.999616283411606332e+01,2.999611998108220234e+01
2.999612460726264374e+01,2.999616849602931268e+01,2.999619882547916561e+01,2.999621399395696031e+01,2.999621399146527523e+01,2.999619882797084713e+01,2.999616849353761694e+01,2.999612461213618886e+01
2.999612930758603824e+01,2.999617442590957239e+01,2.999620476063097385e+01,2.999621992387323743e+01,2.999621992662908454e+01,2.999620475787512319e+01,2.999617442866543371e+01,2.999612930223140239e+01
2.999613415343530676e+01,2.999618075844234255e+01,2.999621108739074060e+01,2.999622625644439822e+01,2.999622625340165882e+01,2.999621109043348355e+01,2.999618075539958539e+01,2.999613415930586058e+01
2.999613926588800794e+01,2.999618762677253159e+01,2.999621796214525205e+01,2.999623312481632098e+01,2.999623312817006493e+01,2.999621795879150099e+01,2.999618763012630751e+01,2.999613925946572834e+01
2.999614473225665279e+01,2.999619521028585467e+01,2.999622553864516306e+01,2.999624070837561618e+01,2.999624070468532011e+01,2.999622554233546623e+01,2.999619520659554439e+01,2.999614473926728664e+01
2.999615070728245669e+01,2.999620368725727104e+01,2.999623402339506484e+01,2.999624918539852203e+01,2.999624918945236729e+01,2.999623401934121603e+01,2.999620369131114472e+01,2.999615069964624681e+01
2.999615730835428096e+01,2.999621329608024212e+01,2.999624362375713815e+01,2.999625879427976116e+01,2.999625878983388461e+01,2.999624362820304313e+01,2.999621329163435135e+01,2.999615731665367591e+01
2.999616473643512649e+01,2.999622427849614681e+01,2.999625461553133476e+01,2.999626977676237516e+01,2.999626978163031410e+01,2.999625461066342780e+01,2.999622428336413549e+01,2.999616472743474205e+01
2.999617315227029479e+01,2.999623695407286661e+01,2.999626728096982475e+01,2.999628245241596503e+01,2.999628244709446179e+01,2.999626728629141681e+01,2.999623694875137403e+01,2.999617316200923511e+01
2.999618281969765121e+01,2.999625165265046078e+01,2.999628199073675106e+01,2.999629715108284955e+01,2.999629715689114562e+01,2.999628198492857223e+01,2.999625165845887409e+01,2.999618280918289415e+01
2.999619396074480093e+01,2.999626880440363763e+01,2.999629913042126717e+01,2.999631430294007828e+01,2.999631429661041437e+01,2.999629913675118686e+01,2.999626879807408741e+01,2.999619397207163729e+01
2.999620692405611777e+01,2.999628886004616390e+01,2.999631919936232549e+01,2.999633435870446263e+01,2.999633436559215127e+01,2.999631919247507739e+01,2.999628886693417229e+01,2.999620691188171051e+01
2.999622201687326495e+01,2.999631239911944647e+01,2.999634272415981329e+01,2.999635789792063179e+01,2.999635789043744794e+01,2.999634273164384979e+01,2.999631239163673158e+01,2.999622202992851783e+01
2.999623970133017181e+01,2.999634003641454427e+01,2.999637037716926002e+01,2.999638553538376584e+01,2.999638554350315545e+01,2.999637036905138743e+01,2.999634004453493930e+01,2.999623968736149493e+01
2.999626040149941630e+01,2.999637255146021886e+01,2.999640287543160966e+01,2.999641805062707078e+01,2.999641804183193727e+01,2.999640288422961731e+01,2.999637254266679776e+01,2.999626041640940954e+01
2.999628473024654696e+01,2.999641077954694524e+01,2.999644112198524937e+01,2.999645627894665623e+01,2.999645628846413103e+01,2.999644111247305034e+01,2.999641078906775249e+01,2.999628471436594523e+01
2.999631326982023438e+01,2.999645576574115324e+01,2.999648608856472620e+01,2.999650126541515505e+01,2.999650125513687726e+01,2.999648609885285921e+01,2.999645575546888665e+01,2.999631328668959895e+01
2.999634683180600803e+01,2.999650863882904872e+01,2.999653898324104873e+01,2.999655413882665300e+01,2.999655414992436420e+01,2.999653897216155940e+01,2.999650864993809662e+01,2.999634681391901481e+01
2.999638621015096618e+01,2.999657079355680978e+01,2.999660111517597727e+01,2.999661629393630591e+01,2.999661628199282859e+01,2.999660112715331906e+01,2.999657078163418333e+01,2.999638622905327523e+01
2.999643247650125844e+01,2.999664374575014136e+01,2.999667409248323935e+01,2.999668924658145741e+01,2.999668925946213704e+01,2.999667407966531485e+01,2.999664375866969479e+01,2.999643245654092283e+01
2.999648670509036208e+01,2.999672934686900305e+01,2.999675966726351106e+01,2.999677484823624241e+01,2.999677483444240877e+01,2.999675968117381686e+01,2.999672933314705148e+01,2.999648672605394495e+01
2.999655030537291722e+01,2.999682961849593710e+01,2.999685996797363430e+01,2.999687512050264360e+01,2.999687513540514772e+01,2.999685995328708898e+01,2.999682963353201615e+01,2.999655028329589967e+01
2.999662471887124582e+01,2.999694700369171585e+01,2.999697732290152530e+01,2.999699250646767368e+01,2.999699249066279805e+01,2.999697733910701558e+01,2.999694698813431870e+01,2.999662474184959038e+01
2.999671179052278092e+01,2.999708417897318213e+01,2.999711453172933773e+01,2.999712968268762836e+01,2.999712969993928624e+01,2.999711451522057359e+01,2.999708419668409221e+01,2.999671176627694535e+01
2.999681343836889624e+01,2.999724434735175294e+01,2.999727466552671018e+01,2.999728985223420352e+01,2.999728983437809049e+01,2.999727468476061887e+01,2.999724433034701221e+01,2.999681346315862740e+01
2.999693206440895565e+01,2.999743102582623777e+01,2.999746138258352346e+01,2.999747653220562782e+01,2.999747655240112820e+01,2.999746136494288606e+01,2.999743104760086609e+01,2.999693203780287121e+01
2.999707019892010607e+01,2.999764838535951483e+01,2.999767870288754423e+01,2.999769389373229700e+01,2.999769387423619804e+01,2.999767872712125438e+01,2.999764836879125340e+01,2.999707022489930708e+01
2.999723095085953872e+01,2.999790101176751733e+01,2.999793137365649898e+01,2.999794652292430186e+01,2.999794654753966583e+01,2.999793135782555353e+01,2.999790104181207795e+01,2.999723092109728739e+01
2.999741762961017599e+01,2.999819429819708461e+01,2.999822461608906465e+01,2.999823981345209845e+01,2.999823979431702980e+01,2.999822465151163442e+01,2.999819428912800845e+01,2.999741765486034950e+01
2.999763423410898255e+01,2.999853417703733527e+01,2.999856454628520197e+01,2.999857969865370322e+01,2.999857973215567597e+01,2.999856454298058850e+01,2.999853422920235602e+01,2.999763419818137677e+01
2.999788505591529741e+01,2.999892757058943360e+01,2.999895789172993332e+01,2.999897310256121941e+01,2.999897309128937550e+01,2.999895795898594031e+01,2.999892759391727992e+01,2.999788507423176043e+01
2.999817520531424719e+01,2.999938209107666864e+01,2.999941247329240923e+01,2.999942764057774269e+01,2.999942769767160300e+01,2.999941251998448877e+01,2.999938221231355584e+01,2.999817515247922373e+01
2.999851020083960051e+01,2.999990655479979651e+01,2.999993688815096249e+01,2.999995213486122481e+01,2.999995215789287073e+01,2.999993705751353446e+01,2.999990669673662325e+01,2.999851019151342513e+01
2.999889652975783250e+01,3.000051064587712446e+01,3.000054105779805624e+01,3.000055628034660415e+01,3.000055641087530844e+01,3.000054128390451780e+01,3.000051099681735423e+01,2.999889642264470879e+01
2.999934123075393444e+01,3.000120549713314588e+01,3.000123587204879527e+01,3.000125122985262749e+01,3.000125137871750525e+01,3.000123638423666250e+01,3.000120605454846867e+01,2.999934112361984972e+01
2.999985248593148057e+01,3.000200330883221511e+01,3.000203380477882575e+01,3.000204922062893331e+01,3.000204959509356328e+01,3.000203465557184046e+01,3.000200444054440396e+01,2.999985219589213870e+01
3.000043920610513837e+01,3.000291799208365262e+01,3.000294850723993179e+01,3.000296423220304831e+01,3.000296482200943160e+01,3.000295018833606520e+01,3.000291998538160954e+01,3.000043876197910109e+01
3.000111165339135511e+01,3.000396471965184375e+01,3.000399548197452404e+01,3.000401156386609358e+01,3.000401276709740017e+01,3.000399848745396625e+01,3.000396852401951264e+01,3.000111073936704642e+01
3.000188104538415601e+01,3.000516060205863411e+01,3.000519159253409640e+01,3.000520855993089242e+01,3.000521067352478610e+01,3.000519727865789221e+01,3.000516753622927268e+01,3.000187944712280341e+01
3.000276021717968788e+01,3.000652410033444895e+01,3.000655574749913157e+01,3.000657411274208641e+01,3.000657815206940882e+01,3.000656616212575045e+01,3.000653707315773033e+01,3.000275716943604110e+01
3.000376328206197840e+01,3.000807561893894260e+01,3.000810822274574363e+01,3.000812942039493336e+01,3.000813677598092255e+01,3.000812765078819311e+01,3.000809952989451546e+01,3.000375773611041552e+01
3.000490637925160087e+01,3.000983655403789641e+01,3.000987117746510791e+01,3.000989733296905371e+01,3.000991109692100522e+01,3.000990704069615944e+01,3.000988099913486806e+01,3.000489603353157619e+01
3.000620750243222545e+01,3.001182940660820009e+01,3.001186744795048611e+01,3.001190299597892519e+01,3.001192834856866654e+01,3.001193403849926611e+01,3.001191162708403581e+01,3.000618845803976953e+01
3.000768751820423219e+01,3.001407574536071010e+01,3.001412028828086065e+01,3.001417273198762103e+01,3.001421982216119133e+01,3.001424350236909433e+01,3.001422828352682615e+01,3.000765221889661305e+01
3.000937054421397221e+01,3.001659459834150212e+01,3.001665053197061184e+01,3.001673395173940406e+01,3.001682089528752329e+01,3.001687889697644351e+01,3.001687726961759495e+01,3.000930536840614593e+01
3.001128594501691538e+01,3.001939724311113622e+01,3.001947363522375767e+01,3.001961225077813822e+01,3.001977287638663583e+01,3.001989619389155806e+01,3.001992206850318112e+01,3.001116542683222832e+01
3.001347061478799816e+01,3.002248062669034567e+01,3.002259197582672812e+01,3.002282775954764915e+01,3.002312257575795584e+01,3.002337325785179445e+01,3.002345711555062735e+01,3.001324821746104021e+01
3.001597413103509737e+01,3.002581446800778764e+01,3.002598427726336539e+01,3.002638441273276015e+01,3.002692012905816199e+01,3.002742310958302241e+01,3.002764362458032110e+01,3.001556463521961859e+01
3.001886417150629072e+01,3.002932472303366040e+01,3.002958707064032851e+01,3.003025077902378115e+01,3.003120069337246534e+01,3.003221154282775984e+01,3.003280547859107941e+01,3.001811584203353078e+01
3.002221799965557025e+01,3.003286946454964834e+01,3.003327443227074411e+01,3.003432295563297671e+01,3.003592258342629862e+01,3.003792908382099824e+01,3.003975052822875824e+01,3.002087790827999214e+01
0.000000000000000000e+00,3.002865919968261466e+01,3.002606123838299013e+01,3.002458419713182991e+01,3.002386065710422969e+01,3.002380508756572652e+01,3.002470308196437543e+01,nan
