2.000000000000000000e+01,2.187771039846124665e+01,2.190579771329749903e+01,2.196840644329572001e+01,2.206407012554887714e+01,2.219021867974518258e+01,2.234333263101180478e+01,2.251933695685444903e+01,2.271410782510030302e+01,2.292364161343596152e+01,2.314394332504737761e+01,2.337087585963690373e+01,2.360013051350118474e+01,2.382734961901037707e+01,2.404834154944615676e+01,2.425929715296101463e+01,2.445694075979800886e+01,2.463859302030596865e+01,2.480215683064679766e+01,2.494605241983324007e+01,2.506912800711385714e+01,2.517056609145813795e+01,2.524979799018634807e+01,2.530643329855060841e+01,2.534020709325095311e+01,2.535094563305691295e+01,2.533855046048832804e+01,2.530300067198036018e+01,2.524437330744578389e+01,2.516288199677367388e+01,2.505893387372998049e+01,2.493320393407763902e+01,2.478672396518807730e+01,2.462097934648864594e+01,2.443800108849007202e+01,2.424043302928524568e+01,2.403154773226962249e+01,2.381518492813770393e+01,2.359560117666960721e+01,2.337725359928607460e+01,2.316458507244847098e+01,2.296190291711559794e+01,2.277341214489612042e+01,2.260337253396318502e+01,2.245621605747786020e+01,2.233637563725203634e+01,2.224776143966852260e+01,2.219334246029983149e+01,2.217496694169126314e+01,2.000000000000000000e+01
2.189065909197843141e+01,2.188419079954280377e+01,2.191198926918419687e+01,2.197370588984856710e+01,2.206790415652139359e+01,2.219210752895815730e+01,2.234297178075195944e+01,2.251661952400792188e+01,2.270901969031710976e+01,2.291615821460110425e+01,2.313400333173046874e+01,2.335841900109852531e+01,2.358515450380074086e+01,2.380994827017821081e+01,2.402870831209084201e+01,2.423770019888573302e+01,2.443368578027745386e+01,2.461398821112056723e+01,2.477648776819760812e+01,2.491956834946191535e+01,2.504203758140725711e+01,2.514303952888063876e+01,2.522197293350165381e+01,2.527842245361998152e+01,2.531210652401726335e+01,2.532284318589801231e+01,2.531053416227287300e+01,2.527516711927584581e+01,2.521683606541057188e+01,2.513577985532092640e+01,2.503243843946933822e+01,2.490752544064810081e+01,2.476211338929364558e+01,2.459772411296158623e+01,2.441641133254091400e+01,2.422081644496358876e+01,2.401417452090424831e+01,2.380025056731406963e+01,2.358320155279294639e+01,2.336738881729061745e+01,2.315719819823519998e+01,2.295693783920766862e+01,2.277085212525701152e+01,2.260321329564997228e+01,2.245835966650358273e+01,2.234052130636530364e+01,2.225342571817763115e+01,2.219994108072589967e+01,2.218187956318595866e+01,2.217762854308110221e+01
2.190579782593755809e+01,2.189898235254834802e+01,2.192717199250797933e+01,2.199001109062751169e+01,2.208602467181304974e+01,2.221263025615693465e+01,2.236629311664934505e+01,2.254292173757369611e+01,2.273837628757728169e+01,2.294863840222948781e+01,2.316969950746947404e+01,2.339740969072105869e+01,2.362744787025080129e+01,2.385544429671604050e+01,2.407719558445480246e+01,2.428888125948054366e+01,2.448721490560052416e+01,2.466950713507271331e+01,2.483365163313836632e+01,2.497806035264310509e+01,2.510157427135470698e+01,2.520336977472319262e+01,2.528287327933804818e+01,2.533969076544080679e+01,2.537355503758542241e+01,2.538429146314933860e+01,2.537180209009451559e+01,2.533606790999102643e+01,2.527716921702732478e+01,2.519532420157996810e+01,2.509094579097997979e+01,2.496471591737469709e+01,2.481767434347315771e+01,2.465131534866327101e+01,2.446767964494192071e+01,2.426942144091249887e+01,2.405982419507342840e+01,2.384273890066432955e+01,2.362243358691976880e+01,2.340337691863971159e+01,2.319002334191243619e+01,2.298669187694494909e+01,2.279759963427250824e+01,2.262701920297422475e+01,2.247939609013791795e+01,2.235917671549749741e+01,2.227028312865775561e+01,2.221569321484972193e+01,2.219726031795746124e+01,2.219334248459249537e+01
2.192928458566247230e+01,2.192144720176782968e+01,2.195071667305736085e+01,2.201673583759703590e+01,2.211795803518983305e+01,2.225151087125549410e+01,2.241324016621899773e+01,2.259829746851512056e+01,2.280223308174194585e+01,2.302110826205008465e+01,2.325106336358076931e+01,2.348794016204969992e+01,2.372720090968941875e+01,2.396412922540595858e+01,2.419417097269767325e+01,2.441324663047979371e+01,2.461793794669281610e+01,2.480553786550484574e+01,2.497400094528991232e+01,2.512184103817388703e+01,2.524801282631442945e+01,2.535179944300339372e+01,2.543271697539065457e+01,2.549043960584292279e+01,2.552474562342082365e+01,2.553548322653946201e+01,2.552255492733537068e+01,2.548591982745443119e+01,2.542561371247514757e+01,2.534178759268539949e+01,2.523476578656226366e+01,2.510512454959020801e+01,2.495379096519972251e+01,2.478215831881208686e+01,2.459220716205523161e+01,2.438660984625549233e+01,2.416878189287704970e+01,2.394283329095435064e+01,2.371338226303732100e+01,2.348524235455300513e+01,2.326308047244150146e+01,2.305121594782689343e+01,2.285370524748922705e+01,2.267472975302159455e+01,2.251904178543693291e+01,2.239185647735086349e+01,2.229773254686869421e+01,2.223995285379265852e+01,2.222045349481922472e+01,2.221755186580187669e+01
2.195915218623557408e+01,2.194960667413229771e+01,2.198065209644526163e+01,2.205199371557158372e+01,2.216212636184070206e+01,2.230781156117248543e+01,2.248364917330567181e+01,2.268290121184993069e+01,2.290066412711354360e+01,2.313348535103553161e+01,2.337800932696751133e+01,2.363012830370967521e+01,2.388486437071857438e+01,2.413679078819040669e+01,2.438066778268411383e+01,2.461194849480640201e+01,2.482701253312509948e+01,2.502316589636881972e+01,2.519850919069132544e+01,2.535176138337094542e+01,2.548209007800801018e+01,2.558896976452987815e+01,2.567207261813956620e+01,2.573118916500056841e+01,2.576617423222810999e+01,2.577691406690303921e+01,2.576331176944700019e+01,2.572528959483633315e+01,2.566280806346698995e+01,2.557590321426848590e+01,2.546474474918903041e+01,2.532971909604059135e+01,2.517154191382635986e+01,2.499140270905068206e+01,2.479113702719050139e+01,2.457340483541683440e+01,2.434182413039339465e+01,2.410097233907980296e+01,2.385615302732369614e+01,2.361288835920100126e+01,2.337627968696906322e+01,2.315058264867358417e+01,2.293932708685578348e+01,2.274618239257534569e+01,2.257634622423224613e+01,2.243695456948868383e+01,2.233384872203377824e+01,2.227070411765994962e+01,2.224943277590930890e+01,2.224824428184248859e+01
2.199200642959751661e+01,2.198011164807827811e+01,2.201357740529268980e+01,2.209236524767936771e+01,2.221550970958916338e+01,2.237979724826356431e+01,2.257770811099841524e+01,2.279739014048285028e+01,2.303383893786073600e+01,2.328542331345846605e+01,2.355012413045618302e+01,2.382398317891380302e+01,2.410113981265023142e+01,2.437479866217062963e+01,2.463850596728866549e+01,2.488699252038893661e+01,2.511641577820891058e+01,2.532420803300401246e+01,2.550877531148716670e+01,2.566919636710851194e+01,2.580498042760812183e+01,2.591589170420956378e+01,2.600182936550488932e+01,2.606274847731789279e+01,2.609861013035125055e+01,2.610935280178747675e+01,2.609488027900746587e+01,2.605506400113159771e+01,2.598975975368324853e+01,2.589884073232281025e+01,2.578225152398955089e+01,2.564009084979497999e+01,2.547273477097171934e+01,2.528101484254583653e+01,2.506646259546104716e+01,2.483161252997841473e+01,2.458030515534316507e+01,2.431784059799592868e+01,2.405073714351933489e+01,2.378588570872604180e+01,2.352926567339967789e+01,2.328496571768704371e+01,2.305514051685385368e+01,2.284158110003058439e+01,2.264955550688747010e+01,2.249140057459307585e+01,2.237514473576529994e+01,2.230447181623598141e+01,2.228077115294724564e+01,2.228195030230977025e+01
2.202297741723232960e+01,2.200832368275217377e+01,2.204461333154771552e+01,2.213246493119969216e+01,2.227275003427258682e+01,2.246429635563207583e+01,2.269742129492349747e+01,2.294388997439120814e+01,2.320205315134485247e+01,2.347585987825591047e+01,2.376617145112916063e+01,2.406912755936138382e+01,2.437699648205256153e+01,2.468031486625183391e+01,2.497054923262428971e+01,2.524144456388392399e+01,2.548906832256784583e+01,2.571126212851563508e+01,2.590702194325161400e+01,2.607601374129788496e+01,2.621825092659393164e+01,2.633389664199545166e+01,2.642314765396958620e+01,2.648616754443926169e+01,2.652304911536411680e+01,2.653379474810097349e+01,2.651830897980663337e+01,2.647640090221642239e+01,2.640779631192376087e+01,2.631216186353235287e+01,2.618914681744907469e+01,2.603845349757464689e+01,2.585995643534743849e+01,2.565390242406831689e+01,2.542123491618916020e+01,2.516407998608561414e+01,2.488636820826918239e+01,2.459438586345918054e+01,2.429673349596449938e+01,2.400297517974271244e+01,2.372096346611368034e+01,2.345467354445485597e+01,2.320332067598035053e+01,2.296298862309906141e+01,2.273546382867674254e+01,2.254974642707619026e+01,2.241612949351137729e+01,2.233627118074141293e+01,2.230972373311146129e+01,2.231369328380621297e+01
2.204596311266025666e+01,2.202876742951549360e+01,2.206764621761238132e+01,2.216438421032977857e+01,2.232397174985109700e+01,2.255370861267778793e+01,2.285169544531011354e+01,2.312796581937528728e+01,2.340525949325867217e+01,2.370182675603408029e+01,2.402304895137659102e+01,2.436430036792031828e+01,2.471381559409401163e+01,2.505677601633827933e+01,2.538119585229098263e+01,2.567976911660878159e+01,2.594900272592083468e+01,2.618775015877331569e+01,2.639606567510205082e+01,2.657451049574061130e+01,2.672378701480554497e+01,2.684456255551784665e+01,2.693738973813476179e+01,2.700267226319082425e+01,2.704065102336186754e+01,2.705139929489371298e+01,2.703482238240352586e+01,2.699066009227227880e+01,2.691849196009879819e+01,2.681774670266232619e+01,2.668772035160796463e+01,2.652761413060051154e+01,2.633661697083893927e+01,2.611408372336085648e+01,2.585990206199028307e+01,2.557518710740793466e+01,2.526342903409082652e+01,2.493196415236830887e+01,2.459284956221404883e+01,2.426101941614070512e+01,2.394837989016437518e+01,2.365967707585084767e+01,2.338954414195719878e+01,2.311950193358196515e+01,2.282637025422314281e+01,2.260194361223101822e+01,2.244873763732109495e+01,2.235985646678540206e+01,2.233069026252735512e+01,2.233723758297404061e+01
2.205475764233566949e+01,2.203637444226859188e+01,2.207645847978584897e+01,2.217782754666589540e+01,2.235049504795692954e+01,2.262175221909747691e+01,2.307628618244892138e+01,2.336092636064017825e+01,2.364037362240004114e+01,2.395564778370530945e+01,2.431379667448683790e+01,2.470654186276503594e+01,2.511396641332786928e+01,2.550997769725137942e+01,2.587726479326593676e+01,2.620831762656944619e+01,2.650153178830224476e+01,2.675790242280189801e+01,2.697922062694024703e+01,2.716729430472431162e+01,2.732367814119230687e+01,2.744961221860311085e+01,2.754603046625279461e+01,2.761358442123973589e+01,2.765266449622567180e+01,2.766341473679157659e+01,2.764574118176800255e+01,2.759931442599524942e+01,2.752356631238351525e+01,2.741767999835713709e+01,2.728057309905952366e+01,2.711087769063588837e+01,2.690693467987457765e+01,2.666685673021086345e+01,2.638879835284321729e+01,2.607173408219589561e+01,2.571726224414342710e+01,2.533291751624735255e+01,2.493608475732538565e+01,2.455300187560606773e+01,2.420377936957027032e+01,2.389688403606191613e+01,2.362532353148075259e+01,2.334753594334118532e+01,2.289557297118081536e+01,2.262896975053209303e+01,2.246246634573886070e+01,2.236887582678811626e+01,2.233848769189740224e+01,2.234624154872564361e+01
2.000000000000000000e+01,2.200720161288248278e+01,2.204596268849878982e+01,2.214241831396793714e+01,2.230155882343683516e+01,2.253068470054716954e+01,2.349558147819840670e+01,2.362448768237491947e+01,2.386569576015754635e+01,2.419329790978116890e+01,2.459735393955224581e+01,2.506222756852893241e+01,2.555436777496099410e+01,2.602143568875583668e+01,2.643976569457394277e+01,2.680553043311192596e+01,2.712231248174366627e+01,2.739504457748761013e+01,2.762802635103433602e+01,2.782457547810738419e+01,2.798715419126656911e+01,2.811756181537705146e+01,2.821708600982210413e+01,2.828660243997923374e+01,2.832663529606001518e+01,2.833739153503617558e+01,2.831877734632176669e+01,2.827040082377491714e+01,2.819156077903773649e+01,2.808121757213358904e+01,2.793793727770415813e+01,2.775979604829999658e+01,2.754423184735794194e+01,2.728785320125223990e+01,2.698631146699487005e+01,2.663464547085280287e+01,2.622925958033441773e+01,2.577398735441817124e+01,2.529255703184862725e+01,2.483750644098242688e+01,2.444267401706013487e+01,2.412405085360234835e+01,2.389205806888379158e+01,2.377356066535721624e+01,2.280264552853512328e+01,2.257873867105892884e+01,2.242590026097413158e+01,2.233723722738967155e+01,2.230814312954850109e+01,2.000000000000000000e+01
